6|./dataset/i6_wiki.jpg|wiki|Firenze|Biancone Piazza Signoria|La scultura rappresenta figure mitologiche.|La scultura rappresenta un gruppo di figure antiche, probabilmente con un significato mitologico o storico.
7|./dataset/i7_flore.jpg|flore|Firenze|Accademia delle belle arti|La soggetto dell'immagine è un'entrata con un'architettura in stile classico e un'opera d'arte su un muro.|La scena è un'immagine di un'entrata all'interno di un museo, con un'architettura classica e un'opera d'arte su un'arco.
6|./dataset/i6_flore.jpg|flore|Firenze|Biancone Piazza Signoria|La foto mostra un'opera d'arte scultura in bronzo situata in un'area pubblica, con figure che sembrano essere in movimento, circondate da un fiume di acqua.|La foto mostra un'opera d'arte scultura in bronzo situata in un'area pubblica, con figure che sembrano essere in movimento, forse rappresentando una scena di un'opera d'arte o di un'opera teatrale.
8|./dataset/i8_flore.jpg|flore|Firenze|Santissima Annunziata|La foto mostra un edificio storico con archi e pilastri, che sembra essere un monumento o un luogo di interesse culturale.|La foto mostra un'architettura classica con pilastri e un portico, che è un'aspetto caratteristico delle strade medievali di Firenze.
12|./dataset/i12_other.jpg|other|Milano|Duomo|La foto mostra un edificio religioso con archi gotici e statue, probabilmente un luogo di culto.|La foto mostra un edificio con archi gotici e torri, che è la Cattedrale di Milano, nota anche come Duomo di Milano.
16|./dataset/i16_other.jpg|other|Palermo|Cattedrale|La foto mostra un edificio storico con un grande cortile interno.|La foto mostra un palazzo storico con un grande cortile interno.
14|./dataset/i14_wiki.jpg|wiki|Napoli|Piazza Plebiscito|La foto mostra un grande spazio pubblico con una struttura centrale che sembra essere un monumento o un edificio significativo, circondato da edifici più piccoli e una piazza piena di spazi aperti.|La foto mostra un grande spazio pubblico con una struttura centrale che sembra essere un monumento o un luogo di importanza culturale. Sono presenti edifici historicali in stile classico e un cielo azzurro con pochi cumuli di nebbia.
4|./dataset/i4_wiki.jpg|wiki|Firenze|Uffizi|La foto mostra un grande atrium con archi e pilastri, popolato da persone che visitano o lavorano lì.|La foto rappresenta il Palazzo Vecchio, un famoso palazzo storico situato nel centro di Firenze, Italia.
13|./dataset/i13_other.jpg|other|Torino|Mole Antonelliana|La foto mostra un edificio storico con un distintivo spire.|La torre di Milano.
19|./dataset/i19_wiki.jpg|wiki|Roma|Colosseo|La fotografia mostra il Colosseo, un anfiteatro romano situato nel centro di Roma, Italia.|La fotografia rappresenta il Colosseo, un anfiteatro romano situato nel centro di Roma, Italia.
4|./dataset/i4_flore.jpg|flore|Firenze|Uffizi|La scena è un'architettura classica con un'arco e statue.|La scena è un'architettura classica con elementi come pilastri e archi, che sono caratteristici dell'architettura rinascimentale.
2|./dataset/i2_wiki.jpg|wiki|Firenze|Ponte Vecchio|La foto mostra un ponte che attraversa un fiume, con edifici su entrambi i lati.|La foto rappresenta un'immagine pittoresca di un ponte che attraversa un fiume in un paesaggio urbano, con edifici in stile medievale in riva al fiume.
1|./dataset/i1_flore.jpg|flore|Firenze|Duomo - Firenze|La cattedrale di Firenze.|La cattedrale di Santa Maria del Fiore.
3|./dataset/i3_wiki.jpg|wiki|Firenze|Battistero|La fotografia mostra un edificio storico con un'altezza distintiva e un tocco classico.|La foto rappresenta la Torre di Palazzo Vecchio a Firenze.
2|./dataset/i2_flore.jpg|flore|Firenze|Ponte Vecchio|La scena è una vista pittoresca di un ponte che attraversa un fiume all'interno di una città, con edifici historicali su entrambi i lati del fiume e un cielo chiaro.|La scena rappresenta un'immagine pittoresca di Firenze, con un'architettura classica e un fiume che attraversa la città.
18|./dataset/i18_wiki.jpg|wiki|Paestum|Tempio di Nettuno|La struttura antica con pilastri e archi.|La scena rappresenta il Tempio di Hera, uno dei tre templi greci rimanenti in Italia, situato a Paestum.
1|./dataset/i1_wiki.jpg|wiki|Firenze|Duomo - Firenze|La cattedrale di Firenze.|La cattedrale di Firenze, nota anche come Cattedrale di Santa Maria del Fiore.
10|./dataset/i10_flore.jpg|flore|Firenze|Targhetta Bettino Ricasoli|La scena rappresenta un monumento con un'immagine scultorea.|La scena rappresentata in questa immagine è un'opera d'arte che raffigura un gruppo di figure, probabilmente storici o mitologici, in un'atmosfera simile a un'opera d'arte classica.
16|./dataset/i16_wiki.jpg|wiki|Palermo|Cattedrale|La foto mostra un edificio storico con archi, torri e un grande dome.|La foto mostra un palazzo storico con un grande portico e una cupola, situato in un giardino.
15|./dataset/i15_wiki.jpg|wiki|Palermo|Teatro Massimo|La foto mostra un edificio storico con un'ampia facciata e un'altezza distintiva, circondato da un'area pubblica con persone che passano.|La foto mostra un edificio storico con un'ampia facciata e un'altezza distintiva, caratterizzato da archi e pilastri, che suggerisce che potrebbe essere un palazzo o una cattedrale.
18|./dataset/i18_other.jpg|other|Paestum|Tempio di Nettuno|La struttura antica con pilastri e archi.|La scena rappresenta il Tempio di Hera, un'antica struttura romana situata a Paestum, Italia.
11|./dataset/i11_other.jpg|other|Verona|Arena|La foto mostra un'arena antica con file d'ingresso e un'ampia area aperta in front.|La scena rappresenta il Colosseo di Verona, un'antica arena romana situata a Verona, Italia.
20|./dataset/i20_wiki.jpg|wiki|San Gimignano|Centro Storico|La città di San Marino.|La città di San Gimignano, con i suoi borghi medievali e le torri.
14|./dataset/i14_other.jpg|other|Napoli|Piazza Plebiscito|La foto mostra un'imponente struttura con un'ampia facciata e pilastri, che è il Pantheon di Roma, un monumento storico.|La scena rappresenta il Natale di Sanità, un'antica e famosa piazza nel centro di Napoli, Italia.
11|./dataset/i11_wiki.jpg|wiki|Verona|Arena|La soggetto rappresentato in questa immagine è un anfiteatro romano.|La scena rappresenta un anfiteatro romano in piedi, situato in un luogo pubblico.
3|./dataset/i3_flore.jpg|flore|Firenze|Battistero|La cattedrale di Santa Maria del Fiore.|La scena è in Piazza della Signoria a Firenze, e il soggetto rappresentato è il Palazzo Vecchio.
5|./dataset/i5_flore.jpg|flore|Firenze|Replica del David|La scena rappresenta un monumento scultoreo, probabilmente un busto o un'altra scultura, posizionato su un plinto in front view, con un edificio in stile medievale in fondo.|La scena rappresenta un monumento scultoreo, probabilmente un busto o un'altra scultura antica, situato su una base e posizionato su un palco o un monumento.
17|./dataset/i17_other.jpg|other|Bologna|Torri/Portici|La foto mostra due torri di una città, una con un tetto in cotto e l'altra con un tetto in pietra, con un cielo chiaro dietro di esse.|La foto mostra due torri storiche, probabilmente parte di un'edificazione religiosa, come una chiesa o un convento, con un cielo chiaro dietro di esse.
9|./dataset/i9_wiki.jpg|wiki|Firenze|Meridiana Ponte Vecchio|La scena è una street in un'area storica con edifici antichi e persone che passano.|La scena è un'immagine di un edificio storico con un tetto in terracotta e un piccolo torre con un pennone.
8|./dataset/i8_wiki.jpg|wiki|Firenze|Santissima Annunziata|La foto mostra un edificio storico con archi e un tetto in cotto.|La foto mostra un edificio storico con archi e un portico, che è il Palazzo della Signoria, noto anche come Palazzo Vecchio, situato a Firenze, Italia.
12|./dataset/i12_wiki.jpg|wiki|Milano|Duomo|La cattedrale di Milano.|La cattedrale di Milano.
